"SYMBOL","COMPANY NAME","SUBJECT","DETAILS","BROADCAST DATE/TIME","RECEIPT","DISSEMINATION","DIFFERENCE","ATTACHMENT"
"ETERNAL","ETERNAL LIMITED","Updates","Zomato Limited has filed with the exchange shareholders letter dated May 19, 2023 from Deepinder Goyal, Managing Director & Chief Executive Officer of the Company and Akshant Goyal, Chief Financial Officer of the Company.","19-May-2023 16:21:28","2023-05-19 16:21:28","19-May-2023 16:21:38","00:00:10","https://nsearchives.nseindia.com/corporate/ZOMATO_19052023162128_ZomatoshareholdersLetter.pdf"
"ETERNAL","ETERNAL LIMITED","Financial Result Updates","Zomato Limited has submitted to the Exchange, the financial results for the period ended March 31, 2023.","19-May-2023 16:14:25","2023-05-19 16:14:25","19-May-2023 16:14:29","00:00:04","https://nsearchives.nseindia.com/corporate/ZomatoOutcomeSigned_19052023161425.pdf"
"ETERNAL","ETERNAL LIMITED","Resignation of Statutory Auditor","ZOMATO LIMITED has informed the Exchange about Resignation of Statutory Auditor","13-May-2023 21:05:37","2023-05-13 21:05:37","13-May-2023 21:05:40","00:00:03","https://nsearchives.nseindia.com/corporate/ZOMATO_13052023210537_ZOMATO_ROSA_4303_KMP_Doc_13052023210537.zip"
"ETERNAL","ETERNAL LIMITED","Updates","Zomato Ltd has informed the exchange that M/s B. B. & Associates, statutory auditor of Zomato Hyperpure Private Limited, material subsidiary of the Company has resigned w.e.f. May 13, 2023.","13-May-2023 14:45:19","2023-05-13 14:45:19","13-May-2023 14:45:22","00:00:03","https://nsearchives.nseindia.com/corporate/ZOMATO_13052023144519_ZomatoIntimationMaterialSubSigned.pdf"
"ETERNAL","ETERNAL LIMITED","Analysts/Institutional Investor Meet/Con. Call Updates","Company will hold its earnings conference call on Friday, May 19, 2023 at 6:00 PM IST, to discuss the financial results of the Company for the quarter and financial year ended March 31, 2023","10-May-2023 21:37:54","2023-05-10 21:37:54","10-May-2023 21:37:58","00:00:04","https://nsearchives.nseindia.com/corporate/ZOMATO_10052023213754_ZomatoBMIntimationSigned.pdf"
"ETERNAL","ETERNAL LIMITED","ESOP/ESOS/ESPS","Zomato Limited has informed the Exchange regarding Allotment of 25677266  Shares pursuant to exercise of stock options","25-Apr-2023 22:12:40","2023-04-25 22:12:40","25-Apr-2023 22:12:43","00:00:03","https://nsearchives.nseindia.com/corporate/ZOMATO_25042023221240_ZomatoIntimationESOPAllotmentSigned.pdf"
"ETERNAL","ETERNAL LIMITED","News Verification","The Exchange has sought clarification from Zomato Limited with respect to recent news item captioned Blinkit 'temporarily unavailable' after delivery partners protest change in pay structure.  The response from the Company is attached.","19-Apr-2023 14:41:47","2023-04-19 14:41:47","19-Apr-2023 14:41:51","00:00:04","https://nsearchives.nseindia.com/corporate/ZOMATO_19042023144147_NSEResponsesigned.pdf"
"ETERNAL","ETERNAL LIMITED","News Verification","The Exchange has sought clarification from Zomato Limited with respect to recent news item captioned Blinkit 'temporarily unavailable' after delivery partners protest change in pay structure.  The response from the Company is awaited.","18-Apr-2023 17:53:29","2023-04-18 17:53:29","18-Apr-2023 17:53:36","00:00:07","-"
"ETERNAL","ETERNAL LIMITED","Certificate under SEBI (Depositories and Participants) Regulations, 2018","Zomato Limited has informed the Exchange about Certificate under SEBI (Depositories and Participants) Regulations, 2018 for the quarter ended March 31, 2023","15-Apr-2023 13:47:29","2023-04-15 13:47:29","15-Apr-2023 13:47:31","00:00:02","https://nsearchives.nseindia.com/corporate/ZOMATO_15042023134729_Reg74.pdf"
"ETERNAL","ETERNAL LIMITED","Updates","Zomato Limited has informed the Exchange regarding 'dissolution of subsidiaries located in New Zealand and Australia'.","01-Apr-2023 09:31:11","2023-04-01 09:31:11","01-Apr-2023 09:31:14","00:00:03","https://nsearchives.nseindia.com/corporate/ZOMATO_01042023093111_ZomatoIntimationofdissolutionofZomatoNZandAustraliaSigned.pdf"
"ETERNAL","ETERNAL LIMITED","Analysts/Institutional Investor Meet/Con. Call Updates","Zomato Limited has informed the exchange about schedule of proposed participation in investor conference.","16-Mar-2023 16:44:10","2023-03-16 16:44:10","16-Mar-2023 16:44:14","00:00:04","https://nsearchives.nseindia.com/corporate/ZOMATO_16032023164410_ZomatoInvestormeetSigned.pdf"
"ETERNAL","ETERNAL LIMITED","Trading Window","Zomato Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015","15-Mar-2023 17:44:46","2023-03-15 17:44:46","15-Mar-2023 17:44:49","00:00:03","https://nsearchives.nseindia.com/corporate/ZOMATO_15032023174446_ZomatoTradingwindowintimationsigned.pdf"
"ETERNAL","ETERNAL LIMITED","Updates","Zomato Limited has informed the exchange, Zomato Ireland Limited - Jordan, a step-down subsidiary of the Company is liquidated w.e.f. March 12, 2023.","14-Mar-2023 23:23:53","2023-03-14 23:23:53","14-Mar-2023 23:24:05","00:00:12","https://nsearchives.nseindia.com/corporate/ZOMATO_14032023232353_ZL_Intimation_Jordan_Dissolution.pdf"
"ETERNAL","ETERNAL LIMITED","Analysts/Institutional Investor Meet/Con. Call Updates","Zomato Limited has informed the Exchange about transcript of the earnings conference call conducted on February 10, 2023.","17-Feb-2023 16:58:06","2023-02-17 16:58:06","17-Feb-2023 16:58:11","00:00:05","https://nsearchives.nseindia.com/corporate/ZOMATO_17022023165806_ZomatoTranscriptIntimationSigned.pdf"
"ETERNAL","ETERNAL LIMITED","Analysts/Institutional Investor Meet/Con. Call Updates","Zomato Limited has informed the exchange about schedule of proposed participation in investor conference","17-Feb-2023 15:59:55","2023-02-17 15:59:55","17-Feb-2023 15:59:59","00:00:04","https://nsearchives.nseindia.com/corporate/ZOMATO_17022023155955_ZomatoInvestormeetIntimation.pdf"
"ETERNAL","ETERNAL LIMITED","Copy of Newspaper Publication","Zomato Limited has informed the Exchange about extract of newspaper Publication - Financial Results for the quarter and nine months ended December 31, 2022","11-Feb-2023 14:18:50","2023-02-11 14:18:50","11-Feb-2023 14:18:53","00:00:03","https://nsearchives.nseindia.com/corporate/ZOMATO_11022023141849_ZomatoNewspaperAd.pdf"
"ETERNAL","ETERNAL LIMITED","Analysts/Institutional Investor Meet/Con. Call Updates","Zomato Limited has informed the Exchange about audio recording of the earnings  call dated February 10, 2023","11-Feb-2023 14:10:36","2023-02-11 14:10:36","11-Feb-2023 14:10:44","00:00:08","https://nsearchives.nseindia.com/corporate/ZOMATO_11022023141036_ZomatoAudioRecordingIntimation.pdf"
"ETERNAL","ETERNAL LIMITED","Monitoring Agency Report","Zomato Limited has filed with the exchange Monitoring Agency Report for the quarter ended December 31, 2022. The earlier report submitted was not reflecting in searchable format (OCR) on the exchange portal.","10-Feb-2023 16:02:34","2023-02-10 16:02:34","10-Feb-2023 16:02:46","00:00:12","https://nsearchives.nseindia.com/corporate/ZOMATO_10022023160234_MARSigned.pdf"
"ETERNAL","ETERNAL LIMITED","Monitoring Agency Report","Zomato Limited has filed with the exchange Monitoring Agency Report for the quarter ended December 31, 2022","09-Feb-2023 21:04:28","2023-02-09 21:04:28","09-Feb-2023 21:04:33","00:00:05","https://nsearchives.nseindia.com/corporate/ZOMATO_09022023210428_ZomatoMARSigned.pdf"
"ETERNAL","ETERNAL LIMITED","Statement of deviation(s) or variation(s) under Reg. 32","Zomato Limited has informed the Exchange about statement of deviation(s) or variation(s) under Reg. 32","09-Feb-2023 20:59:03","2023-02-09 20:59:03","09-Feb-2023 20:59:10","00:00:07","https://nsearchives.nseindia.com/corporate/ZOMATO_09022023205903_ZomatoStatementofDeviationSigned.pdf"
"ETERNAL","ETERNAL LIMITED","Resignation","Zomato Limited has informed the Exchange regarding resignation of Mr Douglas Feagin as Nominee Director .","09-Feb-2023 19:59:55","2023-02-09 19:59:55","09-Feb-2023 19:59:57","00:00:02","https://nsearchives.nseindia.com/corporate/ZOMATO_09022023195955_Zomatointimation.pdf"
"ETERNAL","ETERNAL LIMITED","Financial Result Updates","Zomato Limited has submitted to the Exchange, the financial results for the period ended December 31, 2022.","09-Feb-2023 18:47:07","2023-02-09 18:47:07","09-Feb-2023 18:47:13","00:00:06","https://nsearchives.nseindia.com/corporate/ZomatoOutcome_09022023184707.pdf"
"ETERNAL","ETERNAL LIMITED","Analysts/Institutional Investor Meet/Con. Call Updates","Company will hold its earnings conference call on Friday, February 10, 2023 at 5:00 PM IST, to discuss the financial results of the Company for the quarter and nine months ended December 31, 2022.","01-Feb-2023 19:06:00","2023-02-01 19:06:00","01-Feb-2023 19:06:06","00:00:06","https://nsearchives.nseindia.com/corporate/ZOMATO_01022023190600_ZomatoEarningsCall.pdf"
"ETERNAL","ETERNAL LIMITED","News Verification","The Exchange has sought clarification from Zomato Limited with respect to recent news item captioned Zomato stops 10-minute food delivery offering.  The response from the Company is attached.","30-Jan-2023 16:58:00","2023-01-30 16:58:00","30-Jan-2023 16:58:30","00:00:30","https://nsearchives.nseindia.com/corporate/ZOMATO_30012023165827_NSE_ZL_Clarification_on_Instant_Signed.pdf"
"ETERNAL","ETERNAL LIMITED","ESOP/ESOS/ESPS","Zomato Limited has informed the Exchange regarding Allotment of 1765182  Shares.","25-Jan-2023 19:01:30","2023-01-25 19:01:30","25-Jan-2023 19:01:33","00:00:03","https://nsearchives.nseindia.com/corporate/ZOMATO_25012023190130_ZLIntimationESOP25012023.pdf"
"ETERNAL","ETERNAL LIMITED","News Verification","The Exchange has sought clarification from Zomato Limited with respect to recent news item captioned Zomato stops 10-minute food delivery offering.  The response from the Company is awaited.","25-Jan-2023 15:29:00","2023-01-25 15:29:00","25-Jan-2023 15:29:25","00:00:25","-"
"ETERNAL","ETERNAL LIMITED","Certificate under SEBI (Depositories and Participants) Regulations, 2018","Zomato Limited has informed the Exchange about Certificate under Regulation 74(5) of SEBI (Depositories and Participants) Regulations, 2018 for the quarter ended December 31, 2022","12-Jan-2023 18:48:09","2023-01-12 18:48:09","12-Jan-2023 18:48:11","00:00:02","https://nsearchives.nseindia.com/corporate/ZOMATO_12012023184809_Zomato74CertificateSigned.pdf"
"ETERNAL","ETERNAL LIMITED","Updates","Zomato Limited has informed the exchange regarding resignation of Mr. Gunjan Patidar","02-Jan-2023 18:40:23","2023-01-02 18:40:23","02-Jan-2023 18:40:28","00:00:05","https://nsearchives.nseindia.com/corporate/ZOMATO_02012023184023_ZomatoIntimationGunjansigned.pdf"
"ETERNAL","ETERNAL LIMITED","Trading Window","Zomato Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015","24-Dec-2022 22:51:00","2022-12-24 22:51:00","24-Dec-2022 22:51:04","00:00:04","https://nsearchives.nseindia.com/corporate/ZOMATO_24122022225100_Zomatotradingwindow.pdf"
"ETERNAL","ETERNAL LIMITED","Schedule of Analysts/Institutional Investor Meet/Con. Call","Zomato Limited has informed the Exchange that the Company will be participating in an investor group meeting.","07-Dec-2022 18:06:09","2022-12-07 18:06:09","07-Dec-2022 18:06:13","00:00:04","https://nsearchives.nseindia.com/corporate/ZOMATO_07122022180609_InvestorgroupmeetingIntimation.pdf"
"ETERNAL","ETERNAL LIMITED","Related Party Transaction","Zomato Limited has informed the Exchange about related party transaction for the period ended September 2022","24-Nov-2022 18:59:12","2022-11-24 18:59:12","24-Nov-2022 18:59:16","00:00:04","https://nsearchives.nseindia.com/corporate/ZOMATO_24112022185912_ZomatoRPT_signed.pdf"
"ETERNAL","ETERNAL LIMITED","General updates","Zomato Limited has informed the exchange regarding resignation of Mr. Mohit Gupta ","18-Nov-2022 19:39:15","2022-11-18 19:39:15","18-Nov-2022 19:39:19","00:00:04","https://nsearchives.nseindia.com/corporate/ZOMATO_18112022193915_mg_filing_vff.pdf"
"ETERNAL","ETERNAL LIMITED","Transcript of Analysts/Institutional Investor Meet/Con. Call","Transcript of earnings conference call conducted on November 11, 2022","18-Nov-2022 17:15:00","2022-11-18 17:15:00","18-Nov-2022 17:15:06","00:00:06","https://nsearchives.nseindia.com/corporate/ZOMATO_18112022171500_ZomatoTranscriptofEarningsconferencecall.pdf"
"ETERNAL","ETERNAL LIMITED","General updates","Zomato Limited has informed the exchange regarding resignation of Mr. Rahul Ganjoo","14-Nov-2022 15:55:41","2022-11-14 15:55:41","14-Nov-2022 15:55:53","00:00:12","https://nsearchives.nseindia.com/corporate/ZOMATO_14112022155541_ZL_Intimation_RG_signed.pdf"
"ETERNAL","ETERNAL LIMITED","General updates","Zomato Limited has informed the Exchange about general update on food delivery business in UAE.","14-Nov-2022 15:44:39","2022-11-14 15:44:39","14-Nov-2022 15:44:43","00:00:04","https://nsearchives.nseindia.com/corporate/ZOMATO_14112022154439_ZL_Intimation_UAE_Finalsigned.pdf"
"ETERNAL","ETERNAL LIMITED","Newspaper Advertisements","Zomato Limited has filed with exchange, extract of newspaper publication(s) of the financial Results of the Company for the quarter and half year ended September 30, 2022.","12-Nov-2022 23:55:15","2022-11-12 23:55:15","12-Nov-2022 23:55:18","00:00:03","https://nsearchives.nseindia.com/corporate/ZOMATO_12112022235515_zomatonewspaperintimation.pdf"
"ETERNAL","ETERNAL LIMITED","Transcript of Analysts/Institutional Investor Meet/Con. Call","Zomato Limited has informed the exchange about audio recording of the earnings conference call dated November 11, 2022","12-Nov-2022 14:31:12","2022-11-12 14:31:12","12-Nov-2022 14:31:16","00:00:04","https://nsearchives.nseindia.com/corporate/ZOMATO_12112022143112_ZomatoEarningsrecording.pdf"
"ETERNAL","ETERNAL LIMITED","Monitoring Agency Report","Zomato Limited has filed with the exchange Monitoring Agency Report for the quarter ended September 30, 2022","10-Nov-2022 19:13:57","2022-11-10 19:13:57","10-Nov-2022 19:14:02","00:00:05","https://nsearchives.nseindia.com/corporate/ZOMATO_10112022191357_Zomato_MARSigned.pdf"
"ETERNAL","ETERNAL LIMITED","General updates","Zomato Limited has informed the Exchange statement on deviation or variation in utilisation of funds, if any raised through Initial Public Offer for the quarter ended September 30, 2022 under Reg. 32 of SEBI (Listing Obligations and Disclosure Requirements) Regulations, 2015","10-Nov-2022 19:08:45","2022-11-10 19:08:45","10-Nov-2022 19:08:49","00:00:04","https://nsearchives.nseindia.com/corporate/ZOMATO_10112022190845_Zomato_statementofdevaition_signed.pdf"
"ETERNAL","ETERNAL LIMITED","Outcome of Board Meeting","Pursuant to Regulations 30 and 33 and other applicable provisions of the Listing Regulations, we wish to inform you that the board of directors of Zomato Limited at its meeting held today i.e., November 10, 2022, inter alia, has considered, approved and taken on record the unaudited standalone and consolidated financial results for the quarter and half year ended September 30, 2022 along with limited review report by the statutory auditors of the Company.","10-Nov-2022 17:31:36","2022-11-10 17:31:36","10-Nov-2022 17:31:40","00:00:04","https://nsearchives.nseindia.com/corporate/ZOMATO_10112022173136_Zomatointimation.pdf"
"ETERNAL","ETERNAL LIMITED","ESOP/ESPS/SBEB Scheme","Zomato Limited has informed the Exchange about allotment of 30,08,300 Equity Shares pursuant to exercise of options under Zomato Employee Stock Option Plan 2018.","03-Nov-2022 19:08:18","2022-11-03 19:08:18","03-Nov-2022 19:08:34","00:00:16","https://nsearchives.nseindia.com/corporate/ZOMATO_03112022190818_ZLIntimation_AllotmentofsharesunderESOP.pdf"
"ETERNAL","ETERNAL LIMITED","Schedule of Analysts/Institutional Investor Meet/Con. Call","Zomato Limited has informed the exchange that Company will hold its earnings conference call on Friday, November 11, 2022 at 5:00 PM IST, to discuss the financial results of the Company for the quarter and half year ended September 30, 2022","03-Nov-2022 19:03:57","2022-11-03 19:03:57","03-Nov-2022 19:04:04","00:00:07","https://nsearchives.nseindia.com/corporate/ZOMATO_03112022190357_ZomatoLimitedQ2FY23earningscallintimation_draft2.pdf"
"ETERNAL","ETERNAL LIMITED","Closure of operations of any unit/division","Zomato Limited has informed the exchange, Zomato Media WLL, joint venture of the Company is liquidated w.e.f. October 25, 2022.","31-Oct-2022 17:52:21","2022-10-31 17:52:21","31-Oct-2022 17:52:26","00:00:05","https://nsearchives.nseindia.com/corporate/ZOMATO_31102022175221_ZLqatardissolution.pdf"
"ETERNAL","ETERNAL LIMITED","General updates","Zomato Limited has informed the Exchange about Certificate under Regulation 74(5) of SEBI (Depositories and Participants) Regulations, 2018 for the quarter ended September 30, 2022","14-Oct-2022 18:26:09","2022-10-14 18:26:09","14-Oct-2022 18:26:13","00:00:04","https://nsearchives.nseindia.com/corporate/ZOMATO_14102022182609_ZomatoCertificate74Sept.pdf"
"ETERNAL","ETERNAL LIMITED","Closure of trading window","Zomato Limited has informed the exchange about Closure of trading window","23-Sep-2022 23:46:09","2022-09-23 23:46:09","23-Sep-2022 23:46:12","00:00:03","https://nsearchives.nseindia.com/corporate/ZOMATO_23092022234609_ZomatoIntitmationInsidertrading.pdf"
"ETERNAL","ETERNAL LIMITED","Annual General Meeting","In furtherance to our letter dated August 31, 2022, under Regulation 30 of the Listing Regulations, wherein the Company has inter-alia submitted proceedings of the 12th Annual General Meeting of the Company, we would like to inform the exchange that the Company has inadvertently shown Ms Aparna Popat Ved, independent director of the Company as present while intimating attendance of directors at the AGM. Accordingly, please find attached revised proceedings of 12th Annual General Meeting of the Company. ","22-Sep-2022 20:27:51","2022-09-22 20:27:51","22-Sep-2022 20:27:55","00:00:04","https://nsearchives.nseindia.com/corporate/ZOMATO_22092022202751_ZomatoAGMProceedings_signedfinal.pdf"
"ETERNAL","ETERNAL LIMITED","Schedule of Analysts/Institutional Investor Meet/Con. Call","Zomato Limited has informed the Exchange about that he Company will be participating in an investor conference.","19-Sep-2022 21:47:33","2022-09-19 21:47:33","19-Sep-2022 21:47:37","00:00:04","https://nsearchives.nseindia.com/corporate/ZOMATO_19092022214733_zomatoreg30.pdf"
"ETERNAL","ETERNAL LIMITED","Annual General Meeting","Zomato Limited has informed the Exchange about Voting results and  Scrutinizer report of Annual General Meeting held on 30-Aug-2022","01-Sep-2022 17:48:57","2022-09-01 17:48:57","01-Sep-2022 17:49:02","00:00:05","https://nsearchives.nseindia.com/corporate/ZOMATO_01092022174857_ZomatoVotingresultsintimation.pdf"
"ETERNAL","ETERNAL LIMITED","General updates","Zomato Limited has informed the Exchange about General Update - Launch of Intercity Legends","31-Aug-2022 21:22:30","2022-08-31 21:22:30","31-Aug-2022 21:22:32","00:00:02","https://nsearchives.nseindia.com/corporate/ZOMATO_31082022212230_ZomatoIntimationofIntercityLegendsdraft_Revised.pdf"
"ETERNAL","ETERNAL LIMITED","General updates","Zomato Limited has informed the Exchange about General Update - Resignation of Mr. Nitin Savara","31-Aug-2022 17:36:51","2022-08-31 17:36:51","31-Aug-2022 17:36:55","00:00:04","https://nsearchives.nseindia.com/corporate/ZOMATO_31082022173651_ZomatoIntimationofResignationofMr.NitinSavara.pdf"
"ETERNAL","ETERNAL LIMITED","Annual General Meeting","Zomato Limited has informed the Exchange about  Proceedings of Annual General Meeting held on 30-Aug-2022","31-Aug-2022 16:17:03","2022-08-31 16:17:03","31-Aug-2022 16:17:08","00:00:05","https://nsearchives.nseindia.com/corporate/ZOMATO_31082022161703_Zomatopdf.pdf"
"ETERNAL","ETERNAL LIMITED","General updates","General update","29-Aug-2022 16:25:54","2022-08-29 16:25:54","29-Aug-2022 16:25:57","00:00:03","https://nsearchives.nseindia.com/corporate/ZOMATO_29082022162554_Zomato_Generalupdate.pdf"
"ETERNAL","ETERNAL LIMITED","General updates","Zomato Limited has informed the Exchange that stakeholders relationship committee of the Board in its meeting held today approved allotment of 62,85,30,012 fully paid-up equity shares of the Company to acquire 33,018  equity shares of Blink Commerce Private Limited for a total purchase consideration of INR 4447,47,84,078  (Indian Rupees Four Thousand Four Hundred Forty Seven Crores Forty Seven Lakhs Eighty Four Thousand and Seventy Eight Only).","10-Aug-2022 17:30:12","2022-08-10 17:30:12","10-Aug-2022 17:30:21","00:00:09","https://nsearchives.nseindia.com/corporate/ZOMATO_10082022173012_Zomato_Reg3031.pdf"
"ETERNAL","ETERNAL LIMITED","News Verification","ZOMATO : The Exchange has sought clarification from Zomato Limited with respect to recent news item captioned Uber Divests Entire Stake In Zomato.  The response from the Company is attached.","10-Aug-2022 10:13:42","2022-08-10 10:13:42","10-Aug-2022 10:13:46","00:00:04","https://nsearchives.nseindia.com/corporate/ZOMATO_10082022101342_Zomato_ResponseNSE.pdf"
"ETERNAL","ETERNAL LIMITED","Transcript of Analysts/Institutional Investor Meet/Con. Call","Zomato Limited has informed the exchange about transcript of the earnings conference call conducted on August 2, 2022.","09-Aug-2022 21:54:06","2022-08-09 21:54:06","09-Aug-2022 21:54:08","00:00:02","https://nsearchives.nseindia.com/corporate/ZOMATO_09082022215406_Zomato_Transcript.pdf"
"ETERNAL","ETERNAL LIMITED","Newspaper Advertisements","Zomato Limited has informed the Exchange about Newspaper Advertisement regarding 12th annual general meeting of the Company and other information","07-Aug-2022 13:35:30","2022-08-07 13:35:30","07-Aug-2022 13:35:32","00:00:02","https://nsearchives.nseindia.com/corporate/ZOMATO_07082022133530_Zomato_Newspaper..pdf"
"ETERNAL","ETERNAL LIMITED","General updates","Zomato Limited has informed the Exchange about Annual Report under Regulation 34(1) of SEBI LODR Regulations","05-Aug-2022 21:29:40","2022-08-05 21:29:40","05-Aug-2022 21:29:45","00:00:05","https://nsearchives.nseindia.com/corporate/ZOMATO_05082022212939_Zomato_Reg30_annualreport.pdf"
"ETERNAL","ETERNAL LIMITED","Annual General Meeting","Zomato Limited has informed the Exchange about Notice of Annual General Meeting to be held on 30-Aug-2022","05-Aug-2022 20:56:40","2022-08-05 20:56:40","05-Aug-2022 20:56:44","00:00:04","https://nsearchives.nseindia.com/corporate/ZOMATO_05082022205639_Zomato_Notice_compressed.pdf"
"ETERNAL","ETERNAL LIMITED","News Verification","ZOMATO : The Exchange has sought clarification from Zomato Limited with respect to recent news item captioned Uber Divests Entire Stake In Zomato.  The response from the Company is awaited.","05-Aug-2022 18:25:33","2022-08-05 18:25:33","05-Aug-2022 18:25:36","00:00:03","-"
"ETERNAL","ETERNAL LIMITED","News Verification","ZOMATO : The Exchange has sought clarification from Zomato Limited with respect to recent news item captioned Zomato to move to multiple CEO structure under larger organisation.  The response from the Company is attached.","05-Aug-2022 15:39:48","2022-08-05 15:39:48","05-Aug-2022 15:39:51","00:00:03","https://nsearchives.nseindia.com/corporate/ZOMATO_05082022153948_NSE_response__1_.pdf"
"ETERNAL","ETERNAL LIMITED","General updates"," Zomato Limited has informed the Exchange about disclosure pursuant to Regulation 30 of the SEBI (Listing Obligations and Disclosure Requirements) Regulations, 2015.","05-Aug-2022 00:26:48","2022-08-05 00:26:48","05-Aug-2022 00:26:57","00:00:09","https://nsearchives.nseindia.com/corporate/ZOMATO_05082022002648_Zomatoreg30.pdf"
"ETERNAL","ETERNAL LIMITED","Newspaper Advertisements","Zomato Limited has informed the exchange about newspaper publication of information regarding the AGM.","04-Aug-2022 16:55:06","2022-08-04 16:55:06","04-Aug-2022 16:55:09","00:00:03","https://nsearchives.nseindia.com/corporate/ZOMATO_04082022165506_ZomatoSTXIntimationsigned.pdf"
"ETERNAL","ETERNAL LIMITED","Newspaper Advertisements","Zomato Limited has informed the exchange about newspaper publication of the financial results for the quarter ended June 30, 2022.","03-Aug-2022 22:42:57","2022-08-03 22:42:57","03-Aug-2022 22:43:01","00:00:04","https://nsearchives.nseindia.com/corporate/ZOMATO_03082022224257_ZomatoIntimationofnewspaperpublication03082022.pdf"
"ETERNAL","ETERNAL LIMITED","News Verification","ZOMATO : The Exchange has sought clarification from Zomato Limited with respect to recent news item captioned Zomato to move to multiple CEO structure under larger organisation.  The response from the Company is awaited.","03-Aug-2022 18:41:42","2022-08-03 18:41:42","03-Aug-2022 18:41:47","00:00:05","-"
"ETERNAL","ETERNAL LIMITED","Monitoring Agency Report","Zomato Limited has filed with the exchange Monitoring Agency Report for the quarter ended June 30, 2022","03-Aug-2022 00:52:21","2022-08-03 00:52:21","03-Aug-2022 00:52:30","00:00:09","https://nsearchives.nseindia.com/corporate/ZOMATO_03082022005221_ZomatoMAR.pdf"
"ETERNAL","ETERNAL LIMITED","Recording of Analysts/Institutional Investor Meet/Con. Call","Zomato Limited has informed the exchange about audio recording of the earnings conference call dated August 2, 2022","03-Aug-2022 00:45:27","2022-08-03 00:45:27","03-Aug-2022 00:45:34","00:00:07","https://nsearchives.nseindia.com/corporate/ZOMATO_03082022004527_Zomato_Earningscall.pdf"
"ETERNAL","ETERNAL LIMITED","General updates","Zomato Limited has informed the Exchange statement on deviation or variation in utilisation of funds, if any raised through Initial Public Offer for the quarter ended June 30, 2022 under Reg. 32 of SEBI (Listing Obligations and Disclosure Requirements) Regulations, 201","02-Aug-2022 23:07:45","2022-08-02 23:07:45","02-Aug-2022 23:07:47","00:00:02","https://nsearchives.nseindia.com/corporate/ZOMATO_02082022230745_Statementofdeviation1.pdf"
"ETERNAL","ETERNAL LIMITED","General updates","Zomato Limited has filed with the Exchange response on queries raised by some media reports w.r.t the proposed acquisition of Blinkit by Zomato","02-Aug-2022 13:35:54","2022-08-02 13:35:54","02-Aug-2022 13:35:59","00:00:05","https://nsearchives.nseindia.com/corporate/ZOMATO_02082022133554_Zomato_Reg30Intimation.pdf"
"ETERNAL","ETERNAL LIMITED","Outcome of Board Meeting","Zomato Limited  has informed the Exchange about Board Meeting held on 01-Aug-2022 to consider financial statements for the period ended June 30 2022","01-Aug-2022 17:40:00","2022-08-01 17:40:00","01-Aug-2022 17:40:10","00:00:10","https://nsearchives.nseindia.com/corporate/ZOMATO_01082022174000_ZomatoOutcome.pdf"
"ETERNAL","ETERNAL LIMITED","Schedule of Analysts/Institutional Investor Meet/Con. Call","Zomato Limited has informed the Exchange that Company will hold its earnings conference call on Tuesday, August 2, 2022 at 5:00 PM IST.","26-Jul-2022 22:17:15","2022-07-26 22:17:15","26-Jul-2022 22:17:19","00:00:04","https://nsearchives.nseindia.com/corporate/ZOMATO_26072022221715_Zomato_earningscall.pdf"
"ETERNAL","ETERNAL LIMITED","Postal Ballot","Zomato Limited has informed the Exchange a copy Scrutinizer''s Report of Postal Ballot and Voting Results is submitted herewith","26-Jul-2022 21:59:48","2022-07-26 21:59:48","26-Jul-2022 21:59:53","00:00:05","https://nsearchives.nseindia.com/corporate/ZOMATO_26072022215948_Zomato_VotingresultsEGM1.pdf"
"ETERNAL","ETERNAL LIMITED","ESOP/ESPS/SBEB Scheme","Zomato Limited has informed the Exchange about allotment of 4,65,51,600 Equity Shares pursuant to exercise of options under Employee Stock Option Schemes","26-Jul-2022 15:44:00","2022-07-26 15:44:00","26-Jul-2022 15:44:11","00:00:11","https://nsearchives.nseindia.com/corporate/ZOMATO_26072022154400_ZomatoESOP.pdf"
"ETERNAL","ETERNAL LIMITED","General updates","Zomato Limited has informed the Exchange about Certificate under Regulation 74(5) of SEBI (Depositories and Participants) Regulations, 2018 for the quarter ended June 30, 2022","15-Jul-2022 18:53:30","2022-07-15 18:53:30","15-Jul-2022 18:53:34","00:00:04","https://nsearchives.nseindia.com/corporate/ZOMATO_15072022185330_Zomato_Certificateunder74.pdf"
"ETERNAL","ETERNAL LIMITED","Newspaper Advertisements","Zomato Limited has informed the Exchange about newspaper advertisements w.r.t the postal ballot notice and on remote e-voting and other related information.","26-Jun-2022 19:11:00","2022-06-26 19:11:00","26-Jun-2022 19:11:04","00:00:04","https://nsearchives.nseindia.com/corporate/ZOMATO_26062022191100_Zomatonewspaperpublication.pdf"
"ETERNAL","ETERNAL LIMITED","Closure of trading window","Zomato Limited has informed the Exchange about Closure of trading window","25-Jun-2022 23:31:18","2022-06-25 23:31:18","25-Jun-2022 23:31:22","00:00:04","https://nsearchives.nseindia.com/corporate/ZOMATO_25062022233118_Intimationtradingwindow.pdf"
